1, 4
2, 4
3, 4
4, 4
5, 4
6, 4
7, 4
8, 4
9, 4
10, 4
11, 3
12, 3
13, 3
14, 3
15, 3
16, 3
17, 3
18, 3
19, 3
20, 3
21, 13
22, 13
23, 13
24, 13
25, 13
26, 13
27, 13
28, 13
29, 13
30, 13
31, 9
32, 9
33, 9
34, 9
35, 9
36, 9
37, 9
38, 9
39, 9
40, 9
41, 6
42, 6
43, 6
44, 6
45, 6
46, 6
47, 6
48, 6
49, 6
50, 6
51, 14
52, 14
53, 14
54, 14
55, 14
56, 14
57, 14
58, 14
59, 14
60, 14
61, 2
62, 2
63, 2
64, 2
65, 2
66, 2
67, 2
68, 2
69, 2
70, 2
71, 12
72, 12
73, 12
74, 12
75, 12
76, 12
77, 12
78, 12
79, 12
80, 12
81, 10
82, 10
83, 10
84, 10
85, 10
86, 10
87, 10
88, 10
89, 10
90, 10
91, 1
92, 1
93, 1
94, 1
95, 1
96, 1
97, 1
98, 1
99, 1
100, 1
101, 11
102, 11
103, 11
104, 11
105, 11
106, 11
107, 11
108, 11
109, 11
110, 11
111, 5
112, 5
113, 5
114, 5
115, 5
116, 5
117, 5
118, 5
119, 5
120, 5
121, 15
122, 15
123, 15
124, 15
125, 15
126, 15
127, 15
128, 15
129, 15
130, 15
131, 7
132, 7
133, 7
134, 7
135, 7
136, 7
137, 7
138, 7
139, 7
140, 7
141, 8
142, 8
143, 8
144, 8
145, 8
146, 8
147, 8
148, 8
149, 8
150, 8
